id,position_x,position_y,iteration_number
19,5.131967397445487,-0.7297033513477793,3
19,4.389879976971384,1.1275274529342554,4
19,5.6354555379476095,2.6923090740874316,5
19,5.0028327371568215,4.589619905743547,6
19,6.926028203178576,5.138545401119164,7
19,6.07099690507983,3.3305295053727875,8
19,6.344848700435977,5.311692091881077,9
19,8.087961328946527,4.331101267771939,10
20,3.474318825692351,1.3514377529909127,1
20,2.5557791966447465,3.1280313896645016,2
20,1.8436077672864069,1.2591247961704073,3
20,2.9064049263225726,2.9533686389346814,4
20,2.785701535982862,0.9570142887351734,5
20,3.879951575350455,-0.7170875156196339,6
20,5.58705316990111,-1.7591067793007866,7
20,7.118019596887287,-3.0460185087683445,8
21,2.476049880368525,-1.9425180852185426,1
21,4.454390093765377,-2.236065355784796,2
21,4.10056416759563,-0.267612355591466,3
21,5.474485545870481,-1.7210015141857276,4
21,7.123133248838732,-0.5887644579569944,5
22,3.999546624562532,-0.042582815789748166,1
22,3.5251920920635262,1.9003499616108623,2
22,5.524205212794989,1.963171479767119,3
22,5.473247113761189,3.962522192409316,4
22,6.203975581729237,2.10079291399608,5
22,5.356525161920568,3.9123744843279575,6
23,3.9272609064172457,0.5344767521565137,1
23,4.885870284386096,-1.2208203909136202,2
23,3.958659583798131,-2.9929039997524285,3
23,4.870370828525131,-1.2127965293343235,4
23,6.734260023958736,-0.48759513168959623,5
23,8.706773584506617,-0.8180346170038029,6
24,2.8540845060268873,-1.8084633412277973,1
24,3.9319201309896057,-3.493180043098241,2
24,4.8367895496131705,-5.276775102308669,3
24,3.85406984403905,-3.534861792101667,4
24,4.866739458745315,-1.8101878369870594,5
24,4.583209185141903,-3.7899884794635623,6
24,6.453232148770626,-4.499223359810862,7
25,1.4189296126044868,1.9137286131769125,1
25,2.978261506754361,0.6613372830061202,2
25,4.040762948270823,-1.0330920270494632,3
25,5.658796937020718,-2.2086625316344097,4
26,3.6512124215091033,1.128493482060948,1
26,4.982715310076106,2.6208406460069673,2
26,6.425269000391827,1.2355468682989696,3
26,7.771294027411374,2.714809058256189,4
27,3.5595504539211307,-1.2521191563403204,1
27,5.15912933273101,-2.4526804460982943,2
27,5.694951436463969,-0.5257931444765345,3
27,5.22093601692918,-2.4688086827683047,4
27,4.808869216486533,-0.5117187635328702,5
27,6.5280388846779145,-1.533704894539909,6
27,7.128118697160467,0.37414840659487814,7
28,1.9514846060878444,-1.9994114775487182,1
28,2.0836841064527363,-3.9950375176933326,2
28,3.332806835128476,-5.556988992197478,3
28,2.9139110264414905,-7.512628606611258,4
28,3.6202076078111856,-9.38376332627884,5
28,5.6186793541152795,-9.305592492688133,6
28,6.902381814828177,-7.771934123832914,7
28,6.247616177443665,-5.8821505488962345,8
28,7.348869057722918,-7.5516540959654375,9
29,3.7318762482639216,-1.0003022846616334,1
29,3.6394067742152614,-2.9981634901434266,2
29,5.127796726466827,-4.334088394483705,3
29,6.065815102815489,-2.5677018213824994,4
29,7.576607482195506,-3.8782385001546986,5
30,2.5044765030305736,1.9353303226813876,1
30,3.3535075031069455,3.746171663304391,2
30,5.034451592657061,2.6624618461455105,3
30,4.9423308125753564,0.664584532125168,4
30,6.565682693388769,-0.5036314885917004,5
30,8.348645599973008,-1.4097458708551578,6
31,2.0198964252767486,-1.999901030616567,1
31,3.545910192220571,-0.7071203132874737,2
31,5.483336676364213,-0.21075490500562544,3
31,5.392610700105706,-2.2086960445870547,4
31,5.011335367690816,-0.24537510268990403,5
31,6.081809792407779,-1.93477869746141,6
31,5.225516469565133,-3.7421972281994074,7
31,7.040485318647367,-4.58236868502302,8
32,2.966564766510005,-1.7509290540000357,1
32,4.134497441082978,-0.12737330575336037,2
32,6.133793694271807,-0.07432151987286839,3
32,5.317132773509037,-1.899989874338954,4
32,4.414443102100204,-3.684689108700815,5
32,4.11606271559317,-1.7070720717222416,6
32,4.438925875249039,-3.680839884849467,7
32,5.5020187194302554,-5.374898208712813,8
32,7.157747887931745,-4.253042192740457,9
33,3.5470169324318466,1.267571935145757,1
33,5.477049921376469,1.7919502924274866,2
34,3.9084806570325537,0.5980815845121733,1
34,5.02194194038311,-1.0633045748377032,2
34,6.044828086390682,-2.781938896706604,3
34,7.377632786373387,-4.273123537086196,4
35,3.1798024742087208,1.61495081096948,1
35,2.5253666762505134,3.5048486352845414,2
35,2.1368979738105693,5.4667589459829244,3
35,1.7248311733679222,7.423848865218359,4
35,0.8072218924421357,9.20092320456347,5
35,2.783518178021022,8.89391670364354,6
35,4.575096878171059,9.782874386083321,7
35,6.553076979550216,9.486910336664982,8
35,6.291332451941072,11.46970881413733,9
35,7.047983491355647,9.618363572278632,10
36,1.7023099502300956,1.9777210708964983,1
36,0.9211690219617344,0.1365750011388478,2
36,2.9203296769146836,0.19451182611308415,3
36,4.710198400118734,1.0869074523327016,4
36,4.38320210196186,-0.8861798293129182,5
36,4.181784077656611,-2.876011676350494,6
36,6.181381234643211,-2.916151553917672,7
37,2.7043367467610286,1.8718733256185074,1
37,4.182893956920319,3.218672707963916,2
37,5.460429591951515,1.679873597870126,3
37,6.631194125562782,0.058358748466029065,4
37,8.19336358931971,-1.1904913492260025,5
38,3.919610583950374,0.5613334178415756,1
38,5.817692893983052,1.1916377446084265,2
38,5.56252500223197,3.1752932961141074,3
38,6.889071768211483,1.6785389149047873,4
38,8.415762224342423,2.970520436118889,5
39,2.314247926806336,-1.9751577761024357,1
39,4.218933079366002,-2.585218813719791,2
39,6.207940352490943,-2.3758147367392186,3
40,3.6243707233542843,1.166798934311083,1
40,5.116485473477684,-0.16496439769058568,2
40,6.515313273235683,1.264469331666671,3
40,6.27989183561673,3.25056518703454,4
40,7.379687380066409,1.5801012513542052,5
41,1.7881660491014966,-1.988749953424696,1
41,1.0412189583979963,-0.13346829187311982,2
41,2.7814144469421156,-1.1192267113911547,3
41,3.3651563362793446,-3.032142132060088,4
41,3.920791692388217,-4.953409773759642,5
41,3.5917293617351165,-2.98066600364018,6
41,4.881577962240345,-4.509158917517998,7
41,6.8798816049157026,-4.5915151660386675,8
41,8.787210511235186,-3.989770666173381,9
42,1.5188662563820168,-1.9412651340690548,1
42,0.6647817503551299,-3.749728475296852,2
42,-0.0470634824231877,-1.8806976129056545,3
43,3.8206456249331424,-0.8277979876828696,1
43,3.5364242878225296,1.1519035634432226,2
43,4.674122231425849,-0.4929804413184442,3
43,6.634388121209021,-0.8896637423944906,4
43,6.042305147057917,1.0206864222927017,5
43,5.899310258392545,-0.9741951435691862,6
43,6.287778960832489,0.9877151671291968,7
43,6.029841613064846,2.971012503543128,8
43,7.3856478030034545,4.441315049050056,9
44,1.411252115973833,1.9113806342679918,1
44,2.9035992799198524,0.5798777457009887,2
44,2.323865068630718,2.4940115561387453,3
44,1.713139207651388,0.5895394710897004,4
44,0.9156410698008958,-1.2445806776805477,5
44,2.873447200094137,-0.8359302694020241,6
44,4.401714969643509,-2.1260456225997864,7
44,4.5961859574883075,-4.116568427012403,8
44,6.554205788253367,-3.7089431795966337,9
44,6.2096598726082135,-1.7388446764724261,10
44,5.452362637903348,-3.589925684507559,11
45,1.9462503313189614,1.9992776128183596,1
45,3.464111248694624,3.301620975954023,2
45,3.716162908072441,5.285674896845512,3
45,2.886458798989006,7.105452655630925,4
45,4.495210069529175,8.293694781435002,5
45,5.582438068342061,6.615024093480594,6
45,7.2199408939542495,5.466727748405814,7
46,3.397080373478512,-1.4311416526819216,1
46,5.188348659716246,-0.5415586454707159,2
46,6.771649192774426,-1.7635076714197049,3
46,7.738519539330867,-0.012747341463080764,4
47,3.8706411756898516,0.7076027076076588,1
47,5.835476832042802,0.3342117013902209,2
47,4.988342605770643,-1.4775177493496714,3
47,5.305003407900239,0.49725462649384355,4
47,5.608560155256006,-1.4795744761690008,5
47,6.335713015109025,-3.342703220622152,6
47,8.060563688144565,-2.3303346337286004,7
48,3.945308803900824,0.46451443192429,1
48,3.8587675017049894,-1.5336123415849008,2
48,2.9259942210252072,0.2355496088452671,3
48,3.7042421213056196,-1.6068212022861752,4
48,4.93666504237696,-0.03165970465554069,5
48,4.727608115841653,1.957384086081006,6
48,5.7806295568608785,3.6577210658452506,7
48,7.553521634816859,2.7320571527963913,8
49,3.990522804412617,0.19447098784479866,1
49,4.774233695282773,2.0345245847629716,2
49,5.289848471710894,3.9669172473264007,3
49,6.175990853359253,2.1739443865595196,4
49,5.448512827273263,0.31094258259849505,5
49,5.369993195755126,-1.6875154898829507,6
49,4.417516788419247,0.07111713049816171,7
49,6.383515789217324,-0.29609933000022415,8
49,8.368862246560726,-0.05443956025356331,9
50,1.034963575184674,-1.7517718740691248,1
50,0.3801979378001621,0.13801170086755388,2
50,2.347403862534264,-0.22268325292449404,3
50,3.108576328464079,1.6268076167773071,4
50,4.996062831593741,2.2881658408158083,5
50,6.741736664396705,3.264189851517906,6
50,8.145545596887406,4.688732052036838,7
51,2.008377555910808,-1.9999824540622753,1
51,4.007645757191573,-2.054081061692939,2
51,5.993452508837524,-2.2919287968458204,3
51,7.1348796442063875,-3.9342272151132285,4
52,2.8442873243663565,1.813057890392444,1
52,4.44281790686585,0.6111011620474374,2
52,6.344607076893618,1.2301310100879772,3
52,6.017266415023991,-0.7428991698856477,4
52,7.830471633737667,-1.5868700430972134,5
53,2.8054933797174746,1.8306229582388942,1
53,2.7936252104580372,-0.1693418280907124,2
53,4.602833192315504,0.6831641709399289,3
53,4.765318601444916,-1.3102245246786772,4
53,6.103579814162632,-2.7965141756334657,5
53,5.606200039832922,-0.8593478533762036,6
53,5.29746901217238,-2.8353754727579936,7
53,5.745330158655075,-4.784585670112605,8
53,7.645601077611028,-4.160910727077136,9
54,3.997277307784132,-0.10432332342563051,1
54,5.523291074727954,1.1884573939034628,2
54,6.84093261724918,-0.3161424749727393,3
55,3.8177449787197277,-0.8341481836815421,1
55,5.739979460310179,-0.281866916767038,2
55,5.042508203151596,1.592575359067997,3
55,4.867153528949831,-0.39972249472685983,4
55,6.301218078940711,-1.7938024301894764,5
55,6.580601248954978,-3.774192554461151,6
55,7.767439022162381,-2.164404959749323,7
56,3.989152980028491,0.2080154370323819,1
56,3.314633838236154,-1.6748079554704118,2
56,5.236964681813857,-2.226753720767903,3
56,7.195197676248494,-2.633353695568145,4
57,3.553192959935519,-1.2599966782522645,1
57,2.748019096464627,0.570766837219725,2
58,3.8280833965624423,-0.8112404669472081,1
58,5.5913496764406165,0.1326303008195373,2
58,7.271347410832462,1.217806605591378,3
59,3.9207820268764246,0.5573117666338061,1
59,3.915895109833735,2.557305796135349,2
59,2.981269678880539,0.7891216134734995,3
59,3.086290177238195,2.7863623838676723,4
59,4.048573735794209,4.5396479718232605,5
59,5.868641005076958,5.368716808100224,6
59,7.72883576725685,4.634090748966399,7
60,1.0644488781324648,1.767694571574059,1
60,2.691868703836696,2.930236919578987,2
60,3.800105102513153,4.595112916357317,3
60,4.848671468168291,2.8920249630158645,4
60,5.670427425875522,4.715405654471347,5
60,7.612529339599973,5.193150520176698,6
61,1.1069796461129529,-1.7895571093271803,1
61,2.4034852555119355,-0.2667067539747665,2
61,4.102350283007752,-1.3221012860582149,3
61,3.9231709970277215,-3.314058811578196,4
61,3.677007244960628,-1.3292657727027946,5
61,5.613564457608811,-1.8290118703767035,6
61,6.921990395480533,-0.31639110987375973,7
61,6.459173742394555,1.6293223185699806,8
61,8.330554892077895,2.3349657076907597,9
62,3.993131004995523,0.1656164150244087,1
62,3.263702447223549,2.0278553844122524,2
62,2.398271964564228,0.22479407661263862,3
62,2.5461408367153977,-1.7697321319513755,4
62,3.7120890926012047,-0.14475069679685482,5
62,4.458712364194234,-2.000162696950923,6
62,6.061846333935987,-0.8043527308358855,7
62,6.348140653442359,-2.7837555606354147,8
62,8.033609415914487,-1.7070963523755898,9
63,2.7102139248162738,1.8696513527920289,1
63,3.9912376928842503,0.3337548375134365,2
63,3.523668151364503,-1.610821909195989,3
63,3.0087279386237955,0.32175061914610525,4
63,3.475279238093011,2.266571918125419,5
63,3.815698236425076,4.2373877150923995,6
63,2.842417526760797,5.984592528557437,7
63,2.732517166935905,7.981570723458513,8
63,2.1134873188953653,6.079781553430745,9
63,4.063553755130188,6.523899661900122,10
63,5.898091221512656,7.32043734741098,11
63,5.5041453537437715,9.281255200570172,12
63,5.7669280362811675,11.263916357136884,13
63,6.537129694536324,9.418167347758574,14
63,7.670517447977158,7.770310497073316,15
64,2.1109459600499583,1.996920377468414,1
64,3.428850084717392,3.501290251596637,2
64,5.3611527260940495,4.017242286313813,3
64,6.527384576983281,2.392464372267873,4
64,6.887392824405454,4.359796083441161,5
64,6.432390473605902,6.307351695167532,6
64,8.309014666419927,6.998930786049485,7
65,3.9920821308215393,-0.17778859373288303,1
65,3.318220259458566,1.7052701356548097,2
65,5.110728891403771,0.8181890771252478,3
65,4.600849900602818,-1.1157249371835067,4
65,5.5762644967335415,-2.861739360278327,5
65,4.702660919998136,-4.660854918188687,6
65,6.233627346984313,-5.947766647656245,7
65,7.397589443859238,-4.321361951082072,8
66,2.8493470385795363,1.8106931291790367,1
66,4.328374280322139,0.4644099427047841,2
66,5.003222026513622,-1.418295695322647,3
66,6.04047010649429,0.2917091060087458,4
67,3.9764033306591777,-0.3063166246864677,1
67,5.973186671773876,-0.4197021998132227,2
67,5.452514675947224,-2.350738365389075,3
67,4.938249089637832,-4.283490524031734,4
67,5.5582746272584735,-2.3820257379527927,5
68,2.0959562570426877,1.9976967729699013,1
68,1.787915011938479,3.9738320394217324,2
68,2.0430829036895615,5.957487590927413,3
68,2.7136571928874202,7.841719562492163,4
68,3.787667545820194,9.52887745723504,5
68,5.273022552074569,10.86817596966424,6
68,6.271510672024469,12.601098782232334,7
68,5.970714393798815,14.578349802969356,8
68,7.411090290952915,15.965907828746124,9
69,3.3995760577260032,1.428701108923815,1
69,3.270859781448004,-0.567152623247239,2
69,2.296054718739965,-2.313507423887354,3
69,1.7834759724739722,-0.3803072198535393,4
69,1.0274712205453218,1.471302030247923,5
69,3.025817710926458,1.3899921023092394,6
69,3.5400832972358507,-0.5427600563334192,7
69,3.9391612182457596,-2.5025398431876487,8
69,5.331237463597223,-1.0665301889275616,9
69,7.296463056684453,-0.6951969581564073,10
70,3.114041148675393,-1.6609973868305783,1
70,5.090657847025888,-1.965934147162932,2
70,6.31536839117264,-3.547099566420438,3
70,7.1336221969635325,-5.372054554717059,4
71,1.3189126874694455,1.8804574105014733,1
71,2.5655803684722858,3.4443690746126534,2
71,4.344891543024339,2.5311047404168012,3
71,5.78065821227478,1.1387778853035722,4
71,7.680274978536985,0.5131133255468899,5
72,3.8323059633910788,-0.8016575681183902,1
72,3.9575386234900862,-2.797732912599286,2
72,5.480841451889053,-4.0937068679671045,3
72,6.22649312972946,-5.949509544798288,4
72,7.965310544016736,-6.937696773905865,5
73,3.992267218286345,-0.17570239310148633,1
73,5.838687652512307,-0.9442930384210939,2
73,7.743479251798863,-1.5540216364771156,3
74,1.9462503313189614,1.9992776128183596,1
74,2.6747037231027577,0.136656970819919,2
74,4.088423545667266,-1.27805015904413,3
74,5.836137728193857,-2.250415901033948,4
74,5.488841372859996,-4.220031407058364,5
74,6.275441645108331,-2.3812111298972587,6
74,6.169723984615079,-0.38400714025077454,7
74,5.431527963976979,1.4747738137925128,8
74,6.004242630174842,-0.44147197188370635,9
75,1.4992399918911172,1.9362952807562155,1
75,3.2132149244521955,0.9056207780385794,2
75,4.482675950856731,-0.6398463689561227,3
75,6.477900963579181,-0.7779664203849342,4
75,5.854889378211005,-2.6784549271897062,5
75,6.752903629820529,-0.8913985755582907,6
75,8.252433039299943,-2.2148076393425464,7
76,3.7047329357595746,-1.0458898688373184,1
76,5.510804174831749,-0.18675851718246184,2
76,7.276207489036071,0.7531091001958566,3
77,3.8273747597110996,-0.812835461560826,1
77,5.724354090779178,-1.4464516052160419,2
77,7.638892165552212,-0.8680538525886979,3
78,3.6854687624721283,-1.076659208259825,1
78,4.396008992189275,-2.946186576862249,2
78,4.133918404950131,-0.9634338126274742,3
78,4.970603825486933,-2.7800123292518326,4
78,5.172716419852826,-4.769773746909409,5
78,5.019278363599188,-6.7638792513632495,6
78,5.623685409580007,-4.85739239781069,7
78,7.536396949352593,-4.272982810602554,8
79,2.6017444998652866,1.9073289063194832,1
79,1.7936958743149023,3.7368253995509226,2
79,2.8966964504714183,2.0684759969980897,3
79,2.6692495880042473,0.08145110416110257,4
79,2.185067107073163,-1.8590558721622035,5
79,2.018407113844956,-3.852099887395478,6
79,3.6836698566663317,-4.959755067210491,7
79,5.111393529090159,-3.559181929098589,8
79,6.751097906258192,-4.704332380129366,9
79,6.090728058454085,-6.592164910866979,10
79,7.857932534316861,-5.655688354571749,11
80,3.5841532284999342,1.2208433759632051,1
80,4.463404573100414,3.0172055535371625,2
80,5.670655611117064,1.4226695924476291,3
80,7.668871914853928,1.5071184141101246,4
81,2.745975565151618,1.85567250779784,1
81,4.7375534498768195,1.6723216717662235,2
81,4.492428966710806,-0.3125999860713333,3
81,5.571146559488173,1.3715521314740513,4
81,7.305287961817153,0.37518192079506973,5
82,2.2900939701764673,-1.978849536591212,1
82,4.2379667588345935,-2.4324921263082886,2
82,5.296028558724999,-0.7352870038753301,3
82,7.181893425848846,-1.4012552485746985,4
83,3.7054626891401785,-1.0446994859531378,1
83,3.3722693783314632,0.9273507714268121,2
83,3.4493938038950613,-1.0711616310819851,3
83,2.568261795668435,-2.8666020740035854,4
83,4.555641509661404,-3.0909274457501232,5
83,6.045662490872596,-4.425032942159772,6
83,5.943082160203928,-2.427665355619952,7
83,7.411016139310625,-3.7860356412872944,8
84,3.7946708266317826,-0.8826984898802054,1
84,4.03217196950255,1.103149743780937,2
84,3.5975889486909676,-0.8490637686255005,3
84,5.531591924215838,-1.3586052199922647,4
84,6.472075726330802,-3.123680350959607,5
84,7.679048446935755,-1.5289337091021997,6
85,1.4621603587694687,1.9263251335953164,1
85,0.9881449392346795,-0.016690404696453776,2
85,2.3600356648134695,1.4386156926833729,3
85,3.8932458435508708,2.722853422940519,4
85,5.8835981820983,2.526645450526601,5
85,5.303863970809166,0.6125116400888446,6
85,5.780252877288982,2.5549466093434052,7
85,7.5353826847264,1.5960308888315922,8
86,1.966840263624605,-1.9997250890768747,1
86,2.4581318060094577,-0.061005764269616236,2
86,3.9643403544128333,1.2547965798218499,3
86,5.512683836581647,2.5207477878963767,4
86,7.508759181062542,2.6459804479953837,5
87,3.9933033452118125,0.16352912268888944,1
87,4.618304775522349,-1.736305925969226,2
87,4.799569935917909,0.2554628712627147,3
87,4.741982031181382,2.2546336076501943,4
87,4.0379719986734806,4.126629834710554,5
87,5.8176018542086805,5.0392730165115065,6
87,7.789184963807812,5.375219503237322,7
88,3.5055193894707517,-1.3165908126398327,1
88,3.9285101584528075,0.6381671798891579,2
88,4.166704478642547,2.623932389028785,3
88,5.9714239697476525,1.7619651283829243,4
88,7.948622461515358,1.4608237593359086,5
89,3.2975684434707224,-1.5219448526503734,1
89,5.156091605254128,-2.2607896652562522,2
89,4.385567814757659,-0.4151751095380347,3
89,5.174734796868126,-2.25289529344707,4
89,7.042769914250494,-2.9673494908776994,5
90,1.3472136980011566,1.8904682075937365,1
90,2.3886370073411483,3.597933431474838,2
90,3.3404994780701402,5.356898421694285,3
90,3.980402748041617,7.2517661756760265,4
90,5.489134678202042,8.564674383782899,5
91,1.6441129090523168,1.9680813952925817,1
91,3.0276432415292738,3.4123264642182822,2
91,3.2162073819816337,5.403417513099639,3
91,3.864042218377933,3.5112467954445488,4
91,3.2956768463972583,5.428787095916293,5
91,5.293340002608728,5.332133517010861,6
91,7.099111238238972,4.472371779917134,7
92,2.1854363106009997,1.991384788209122,1
92,3.7623170592635162,3.2216071683085663,2
92,5.657742512610033,2.583357725844141,3
92,6.561989283992335,0.7994469162898397,4
92,6.0981539212260145,-1.1460239152179053,5
92,5.6129554596352,0.7942292777623063,6
92,4.80426826857771,2.6234435973595334,7
92,5.315159784449291,0.6897968201506146,8
92,6.325119039425216,2.416059344591342,9
92,7.753331517110716,1.0159846613749626,10
93,2.288021565104504,-1.9791522372053019,1
93,3.3997424387319715,-3.641703499314528,2
93,2.4267666886570733,-5.38907815569655,3
93,1.458063480651401,-7.1388250216173095,4
93,3.2465282244986184,-8.034031064947841,5
93,3.7914245877261115,-9.958371978960079,6
93,5.27724700685217,-8.619592034823484,7
93,5.395162843923072,-6.623071096949836,8
94,3.5770954389548035,-1.2299471437537286,1
94,5.573300832276038,-1.1068048371519066,2
94,4.8474488587592655,0.7568311016896383,3
94,5.60862132468908,2.6063219713914396,4
94,7.400044845167907,1.7170516130215847,5
95,1.2243252924365415,-1.8434556539408111,1
95,1.9142664566432126,0.03377134083982636,2
95,3.7060002818898523,-0.8548736385906792,3
95,4.273026819800766,1.063062988439725,4
95,6.265232585007232,0.8866651736059903,5
95,8.255653291796818,1.0821783700486953,6
96,1.2198232005925207,-1.8415548217922544,1
96,1.175495467631292,0.15795388088711082,2
96,3.1465484415974174,-0.18108914561438177,3
96,4.994841383159934,-0.9451658447553635,4
96,4.4455802352162195,0.977933786402511,5
96,4.534213923042244,-1.0201012656880069,6
96,6.519135580879801,-0.7749767825219931,7
97,3.0249850900212287,-1.7173833483629022,1
97,2.1429131122036527,0.07759548882404066,2
97,4.0062955673747505,-0.6489069721219161,3
97,5.7790260594983645,-1.5748802991109654,4
97,7.616608479796161,-2.3643680118795,5
98,1.507693413942014,-1.9384618194135088,1
98,2.6662557586273716,-3.568717410870617,2
98,4.4492186652116095,-4.474831793134074,3
98,4.061777269811692,-6.4369452366257,4
98,5.458857643290204,-7.868086889307621,5
98,7.438360288065692,-8.153690249453911,6
99,2.541536926520198,1.9252890061533767,1
99,3.381074788525752,3.7405510198194873,2
99,5.093248245108784,2.7068866378402534,3
99,6.568745861193759,4.057037290518522,4
99,6.305617143009194,2.074422028379509,5
99,7.905824414944887,0.8746984406960274,6
