id,position_x,position_y,iteration_number,time
54,3.7512320262029375,2.799727353119121,4,4
54,3.114000599659193,3.1138368631350057,5,5
54,2.8853280254033113,3.6478847199428976,6,6
54,2.8793671308405018,3.8935445001544986,7,7
54,1.6490203158621435,8.657802611040939,8,8
54,1.0349057981602012,8.266568515082895,9,9
54,0.17496418582715512,8.453280141727431,10,10
54,-0.021224376913955012,8.362794453572091,11,11
54,-0.13077881997948618,7.955466122292585,12,12
54,-0.33814298310271557,6.897199661855366,13,13
54,-0.7352664497820007,6.974868538733126,14,14
54,0.9656470403286976,4.457959083579265,15,15
54,1.1532028527829334,4.295263815259826,16,16
55,0,0,0,0
55,2,0,1,1
55,1.2021166243693233,2.468821156437625,2,2
56,0,0,0,0
56,2,0,1,1
56,1.5303495699811998,-5.7493302535725315,2,2
56,1.2390125373835974,-6.390389181024863,3,3
56,1.211892232424766,-7.221045456316277,4,4
57,0,0,0,0
57,2,0,1,1
57,3.872931836469659,1.2709326145457993,2,2
57,3.9248684362500645,1.3333131220638588,3,3
57,4.103053770569669,0.8909557997771412,4,4
57,4.560143935859834,0.44412078037146385,5,5
57,3.5152845222714486,-1.4915349856070388,6,6
57,3.771731526068516,-2.1767044498466945,7,7
57,4.012087073579618,-2.0996272640757643,8,8
57,4.7685024368924775,-2.215375079847989,9,9
57,5.015383475591431,-2.4538686132731584,10,10
57,4.9840614656176365,-2.5387706363898994,11,11
57,3.93016009391384,-2.6618297393434807,12,12
57,1.950673147822524,-3.624298117066179,13,13
57,1.2258741981285521,-3.4933637498872283,14,14
57,0.9281891330431367,-3.5746894904989763,15,15
57,4.324167346048782,-8.852304199965461,16,16
57,5.8126313278387265,-10.57002813578451,17,17
57,6.391531041511246,-10.128865040174983,18,18
58,0,0,0,0
58,2,0,1,1
58,3.817554854155368,-0.4819159373502391,2,2
58,3.6916130659348156,1.4815885779192701,3,3
58,1.845117792038681,2.386576931870695,4,4
58,1.530849241239118,2.089491820213058,5,5
