id,position_x,position_y,iteration_number,time
332,7.299854588114041,-2.1062880995739093,4,4
333,0,0,0,0
333,2,0,1,1
333,3.6843403636302567,1.0784236363534947,2,2
333,2.7064888230643755,2.823074422216652,3,3
333,1.37837538720918,4.318438826467638,4,4
333,-0.5989281022666479,4.017987648226123,5,5
334,0,0,0,0
334,2,0,1,1
334,3.878308435445901,-0.6869915729707109,2,2
334,4.237629932632285,1.280465684928361,3,3
334,2.961168893281414,2.820156308079419,4,4
334,0.9960081400009424,2.4484800863942953,5,5
334,-0.484662792714613,1.1040048768752624,6,6
335,0,0,0,0
335,2,0,1,1
335,2.454322497937224,1.9477143188537895,2,2
335,1.550075726554922,3.731625128408091,3,3
335,2.893258295154054,5.213468773132945,4,4
336,0,0,0,0
336,2,0,1,1
336,3.435766669250441,1.392326855113229,2,2
336,4.910557145881082,0.041403818800809455,3,3
336,6.849618984406429,-0.4485341225496263,4,4
336,8.344983388657415,0.8795793133055695,5,5
337,0,0,0,0
337,2,0,1,1
337,1.0867356658041474,1.779311174552053,2,2
337,0.46107110604746493,3.678927940814258,3,3
337,-1.1313553769441227,2.468895752702288,4,4
338,0,0,0,0
338,2,0,1,1
338,2.2921660571248235,1.9785446659259767,2,2
338,0.33343776868677955,2.3827519049415233,3,3
338,-0.47141655401053095,4.213655921878362,4,4
339,0,0,0,0
339,2,0,1,1
339,3.532088886237956,1.2855752193730785,2,2
339,4.208907826776211,-0.5964226875674881,3,3
339,5.690047979656956,-1.9403809635286147,4,4
339,7.260033312481301,-0.70137085270771,5,5
340,0,0,0,0
340,2,0,1,1
340,1.0539757010396693,-1.7621118085344682,2,2
340,0.18602851428395317,-3.563962990237008,3,3
340,-1.5876706826547577,-2.6398465696605893,4,4
341,0,0,0,0
341,2,0,1,1
341,3.3542657495909847,-1.4717215359859246,2,2
341,3.5017865089981837,-3.4662735221582386,3,3
341,4.389806001210646,-5.25831743385536,4,4
341,6.3846625793726695,-5.401660492856145,5,5
341,7.40694874652355,-3.6826692210772674,6,6
342,0,0,0,0
342,2,0,1,1
342,3.2691912721689427,-1.545688686201132,2,2
342,5.245326538620773,-1.853729931305342,3,3
342,6.967875782372696,-2.870009471023465,4,4
342,6.951120817543154,-4.869939287580427,5,5
342,5.050523603650602,-4.247259409517975,6,6
342,4.1844637866003715,-6.050018515247556,7,7
342,5.771170467182841,-7.267541373264998,8,8
342,6.913457351489024,-5.625840829943508,9,9
342,6.3927853556623715,-3.6948046643676555,10,10
342,7.213904783386627,-1.8711372370625037,11,11
343,0,0,0,0
343,2,0,1,1
343,2.316316134508967,1.9748276135018228,2,2
343,4.209051474152357,1.328644254024793,3,3
343,5.328015990356692,2.9863289078343156,4,4
343,6.117503703125228,4.8239113281321115,5,5
343,7.322527172861456,6.420131374800134,6,6
344,0,0,0,0
344,2,0,1,1
344,1.7399858899279281,-1.9830261376400031,2,2
344,1.2105565208839981,-3.9116796947087025,3,3
344,0.43456008142861613,-5.754999939797051,4,4
344,-1.2268260779212599,-4.641538656446494,5,5
345,0,0,0,0
345,2,0,1,1
345,3.987574718046707,0.22259097057507335,2,2
345,3.2432188164909634,2.0789137581901844,3,3
345,2.06595455556353,3.695715805425091,4,4
345,0.7745060285529857,2.1685744556862083,5,5
345,2.6089044449422722,1.3717165951185422,6,6
345,4.136045794681153,0.08026806810799636,7,7
345,2.873881678861968,-1.4711640911366077,8,8
345,0.9371501399025703,-1.970234172387692,9,9
345,0.2771097910886734,-3.8581819306526364,10,10
