id,startPosition,endPosition,survived,epilogue,total_iterations,total_time,step_size,moving_type,car probability
534,0,-1.3525246444806207,yes,Went back to the sidewalk,8,8,2,B,0.05
535,0,5.507358712974894,no,dead: left lane,8,8,2,B,0.05
536,0,-0.39140762114409466,yes,Went back to the sidewalk,18,18,2,B,0.05
537,0,8.226401178788965,yes,Crossed,15,15,2,B,0.05
538,0,6.433977851352786,no,dead: left lane,4,4,2,B,0.05
539,0,8.016647173112947,yes,Crossed,7,7,2,B,0.05
540,0,-0.8414196078035623,yes,Went back to the sidewalk,5,5,2,B,0.05
541,0,7.80604696451927,yes,Crossed,6,6,2,B,0.05
542,0,7.429872467170416,yes,Crossed,6,6,2,B,0.05
543,0,-0.19663922839943582,yes,Went back to the sidewalk,4,4,2,B,0.05
544,0,5.993489436384492,no,dead: left lane,5,5,2,B,0.05
545,0,-1.5868826134894316,yes,Went back to the sidewalk,4,4,2,B,0.05
546,0,7.351101361251045,yes,Crossed,4,4,2,B,0.05
547,0,-0.09893011822452547,yes,Went back to the sidewalk,10,10,2,B,0.05
548,0,7.712770763604473,yes,Crossed,5,5,2,B,0.05
549,0,7.243645015272415,yes,Crossed,5,5,2,B,0.05
550,0,-1.1447861981288112,yes,Went back to the sidewalk,4,4,2,B,0.05
551,0,-1.1483230121337449,yes,Went back to the sidewalk,7,7,2,B,0.05
552,0,7.670430502301231,yes,Crossed,6,6,2,B,0.05
553,0,7.2983924475377755,yes,Crossed,14,14,2,B,0.05
554,0,7.149308355769443,yes,Crossed,4,4,2,B,0.05
555,0,7.46900525003262,yes,Crossed,11,11,2,B,0.05
556,0,-1.374448205558234,yes,Went back to the sidewalk,6,6,2,B,0.05
557,0,7.727690384941301,yes,Crossed,6,6,2,B,0.05
558,0,7.843885343041064,yes,Crossed,4,4,2,B,0.05
559,0,7.272835068545418,yes,Crossed,7,7,2,B,0.05
560,0,-0.32844032313693605,yes,Went back to the sidewalk,5,5,2,B,0.05
561,0,-1.723129874594119,yes,Went back to the sidewalk,5,5,2,B,0.05
562,0,2.208261456119655,no,dead: right lane,3,3,2,B,0.05
563,0,5.3206693151116875,no,dead: left lane,9,9,2,B,0.05
564,0,7.63327465018617,yes,Crossed,4,4,2,B,0.05
565,0,7.438962072256821,yes,Crossed,12,12,2,B,0.05
566,0,7.041011446073347,yes,Crossed,11,11,2,B,0.05
567,0,6.613548093773292,no,dead: left lane,4,4,2,B,0.05
568,0,-0.5332519624689469,yes,Went back to the sidewalk,3,3,2,B,0.05
569,0,-0.17976512838077308,yes,Went back to the sidewalk,6,6,2,B,0.05
570,0,7.760783068014251,yes,Crossed,5,5,2,B,0.05
571,0,-0.8500785202211092,yes,Went back to the sidewalk,8,8,2,B,0.05
572,0,-0.3224162992295785,yes,Went back to the sidewalk,4,4,2,B,0.05
573,0,7.846767176152275,yes,Crossed,9,9,2,B,0.05
574,0,2.0614259285305048,no,dead: right lane,2,2,2,B,0.05
575,0,-0.09347056094928585,yes,Went back to the sidewalk,3,3,2,B,0.05
576,0,8.193405553720568,yes,Crossed,5,5,2,B,0.05
577,0,5.998670009807354,no,dead: left lane,6,6,2,B,0.05
578,0,7.994412679096581,yes,Crossed,9,9,2,B,0.05
579,0,7.975415872943487,yes,Crossed,10,10,2,B,0.05
580,0,5.094509249384547,no,dead: left lane,9,9,2,B,0.05
581,0,-0.8767400689072335,yes,Went back to the sidewalk,16,16,2,B,0.05
582,0,7.191500306625414,yes,Crossed,5,5,2,B,0.05
583,0,8.123721590010494,yes,Crossed,5,5,2,B,0.05
584,0,7.369215013195917,yes,Crossed,5,5,2,B,0.05
585,0,7.5115851317777995,yes,Crossed,9,9,2,B,0.05
586,0,7.9261346096049285,yes,Crossed,6,6,2,B,0.05
587,0,7.642670879307382,yes,Crossed,7,7,2,B,0.05
588,0,8.36726135882882,yes,Crossed,7,7,2,B,0.05
589,0,1.9905752569212534,no,dead: right lane,2,2,2,B,0.05
590,0,7.5211359105198206,yes,Crossed,13,13,2,B,0.05
591,0,-1.3443833442865205,yes,Went back to the sidewalk,7,7,2,B,0.05
592,0,7.388042902881838,yes,Crossed,5,5,2,B,0.05
593,0,7.31140061153285,yes,Crossed,4,4,2,B,0.05
594,0,5.37268731844378,no,dead: left lane,3,3,2,B,0.05
595,0,-0.915454233441648,yes,Went back to the sidewalk,4,4,2,B,0.05
596,0,-0.07674951562461163,yes,Went back to the sidewalk,11,11,2,B,0.05
597,0,5.909831650855589,no,dead: left lane,3,3,2,B,0.05
598,0,8.304264210537632,yes,Crossed,5,5,2,B,0.05
599,0,-0.09212360149589416,yes,Went back to the sidewalk,3,3,2,B,0.05
600,0,-0.7539339820887145,yes,Went back to the sidewalk,4,4,2,B,0.05
601,0,-1.5148362878189718,yes,Went back to the sidewalk,12,12,2,B,0.05
602,0,-1.2954274595940292,yes,Went back to the sidewalk,5,5,2,B,0.05
603,0,-0.10426814688626052,yes,Went back to the sidewalk,5,5,2,B,0.05
604,0,6.737437672044443,no,dead: left lane,9,9,2,B,0.05
605,0,-0.9139592252086672,yes,Went back to the sidewalk,8,8,2,B,0.05
606,0,-0.2674814217627477,yes,Went back to the sidewalk,3,3,2,B,0.05
607,0,7.03417655398655,yes,Crossed,7,7,2,B,0.05
608,0,1.0709016690871187,no,dead: right lane,6,6,2,B,0.05
609,0,-0.3420493809574081,yes,Went back to the sidewalk,4,4,2,B,0.05
610,0,1.3754670348704237,no,dead: right lane,10,10,2,B,0.05
611,0,-0.2205162867081789,yes,Went back to the sidewalk,11,11,2,B,0.05
612,0,5.81071437345099,no,dead: left lane,3,3,2,B,0.05
613,0,-0.42032808531295673,yes,Went back to the sidewalk,3,3,2,B,0.05
614,0,7.974055705040083,yes,Crossed,7,7,2,B,0.05
615,0,-1.4324545324370022,yes,Went back to the sidewalk,4,4,2,B,0.05
616,0,7.347355663618263,yes,Crossed,4,4,2,B,0.05
