id,position_x,position_y,iteration_number,time
0,0,0,0,0
0,2,0,1,1
0,3.9454708315077447,0.4638353627663206,2,3.05114187458679
0,5.613435112592633,1.5674182355153372,3,3.9078869968687897
0,7.415740503364817,0.7004146147653857,4,4.244619921077203
1,0,0,0,0
1,2,0,1,1
1,3.1851513571318137,-1.6110295654297038,2,1.1723786647348264
1,3.792884928133012,-3.51645862647557,3,1.3671702534228543
1,2.840101596010154,-5.274924981578466,4,3.4830163355568056
1,0.9260689974335439,-5.854993263409209,5,4.959942309249166
1,1.4315587678526058,-7.790059177532468,6,8.564133971629229
1,-0.547794064014097,-7.503419391422333,7,9.804307165860944
2,0,0,0,0
2,2,0,1,1
2,3.810989496905588,-0.8487149357102446,2,1.9303640335390457
2,3.337313204774348,-2.791813175705536,3,2.041875028940988
2,1.3418736951813668,-2.9267989659033278,4,2.0920190224682065
2,-0.4217219503180103,-3.8700541801352104,5,3.815643934460474
3,0,0,0,0
3,2,0,1,1
3,3.282631452443887,-1.5345541884214073,2,1.3488560574403383
3,4.821876412842476,-0.2575557734311824,3,1.7839010343548034
3,4.979142591703275,1.7362514762764023,4,2.3141849811069024
3,6.819196188621448,0.9525405854062455,5,3.627349867879503
3,8.498246288463667,-0.13410138056959198,6,4.3887611995910305
4,0,0,0,0
4,2,0,1,1
4,1.8246453257982351,1.9922978537948568,2,2.0576967466461724
4,3.8219226335823673,1.8879745303692252,3,3.5385108053224448
4,5.515609764837609,0.8242904130578916,4,3.648559866140391
4,7.142014461411781,1.9882525099328179,5,4.3092461720355155
5,0,0,0,0
5,2,0,1,1
5,2.2852578674110227,-1.979552461815578,2,6.038443814142328
5,3.127962679011603,-3.7933464414354328,3,6.6052436336574525
5,4.952774827283015,-4.611918749494455,4,7.909423438510717
5,6.093628622829823,-2.9692219980560033,5,8.615826425170095
5,8.002004865866631,-2.370807329943067,6,10.347309870147836
6,0,0,0,0
6,2,0,1,1
6,2.3342258281882997,1.9718755274539632,2,1.0439168191469599
6,0.6909319523039725,3.1118690526465693,3,1.0874597210501407
6,-1.2991444881746246,2.9128822162677848,4,1.2923206581283944
7,0,0,0,0
7,2,0,1,1
7,2.193428725931568,1.9906243563225308,2,1.777721499344789
7,0.8043631031319336,3.429546416601079,3,1.876226628613401
7,-0.8826073157464196,4.503851217776887,4,2.85695940713026
8,0,0,0,0
8,2,0,1,1
8,1.584518062620165,-1.956367746542326,2,2.4699007267905593
8,-0.38845495557952914,-1.6286827309313132,3,2.971505552522629
9,0,0,0,0
9,2,0,1,1
9,2.45024222114887,1.948661577158777,2,1.4763581208593788
9,0.4519385784735128,1.8663053286381073,3,1.7495022999382746
9,-1.5474121341686842,1.917263427671908,4,4.944630592480802
10,0,0,0,0
10,2,0,1,1
10,2.3493587410650725,1.9692507382355928,2,1.6232709194869406
10,1.2472318617700204,3.638177441819471,3,2.3024884876242413
10,-0.22590705077178597,4.99090126594439,4,3.6727106112066403
11,0,0,0,0
11,2,0,1,1
11,2.2755805813692764,-1.9809228513933024,2,1.1885037052189273
11,0.3214894324987494,-2.406983623943256,3,3.5908519994648396
11,0.31276281392925603,-0.40700266250178707,4,4.873522469898531
11,-1.0722791695654614,1.0357927852166409,5,4.9326244417683105
12,0,0,0,0
12,2,0,1,1
12,1.9155511783375045,1.9982163037368643,2,3.248371768599826
12,-0.06841463905346945,1.7454720942598434,3,3.422928913571053
13,0,0,0,0
13,2,0,1,1
13,2.3775053264467894,-1.9640493192647437,2,3.7399888373155017
13,0.38361600567105536,-2.1202715215808103,3,5.723668659051908
13,-1.5175238751617046,-1.4992504643635858,4,6.103730988463449
14,0,0,0,0
14,2,0,1,1
14,3.8855159084719926,0.6669555899001343,2,2.1436926872363578
